OBT:003381	fermented cheese
OBT:001627	manure
OBT:001647	mining slag heap
OBT:001097	factory
OBT:001281	refinery
OBT:001489	coal mine waste
OBT:001261	pond water
OBT:001180	lignocellulose
OBT:002828	oil field water
OBT:001479	cereal grain and primary derivative thereof
OBT:001086	egg and egg product
OBT:002436	enriched soil
OBT:001136	grass silage
OBT:000972	Asteraceae
OBT:000983	alkaline salt crust
OBT:001837	vitamin supplement
OBT:001277	raw seafood
OBT:000973	Cerrado
OBT:001352	teat canal
OBT:001295	sandy bulk soil
OBT:001026	canopy humus
OBT:001120	forest humus
OBT:002377	burnt soil
OBT:001222	mud volcano
OBT:001202	mesentery
OBT:001224	municipal sludge
OBT:001140	gut
OBT:002851	saline wastewater
OBT:001191	malachite green effluent
OBT:001258	plant material
OBT:001147	hoof
OBT:001377	water column
OBT:000990	artery
OBT:001216	moor
OBT:000996	backswamp
OBT:001154	hypersaline microbial mat
OBT:001003	barrier flat
OBT:001030	cheese starter culture
OBT:001354	terrestial wetland
OBT:001294	sandy beach
OBT:001371	vegetable garden soil
OBT:001064	dead tissue
OBT:001236	oil industry
OBT:001063	dead organism
OBT:001012	bone caries
OBT:001361	trunk
OBT:001310	shale sandstone
OBT:001015	branch
OBT:002808	industrial wastewater
OBT:002796	food processing wastewater
OBT:002198	poultry litter
OBT:001546	fermented food
OBT:002752	waste treatment equipment
OBT:002753	waste treatment plant
OBT:001094	extractive industry equipment
OBT:001028	central nervous system
OBT:001119	forest
OBT:001047	cooling water
OBT:002767	black smoker
OBT:001687	packed food
OBT:001074	district heating plant
OBT:001081	drinking water reservoir
OBT:001082	drinking water supply
OBT:001126	garden vegetable and primary derivative thereof
OBT:001275	raw meat
OBT:001301	seafood and seafood product
OBT:001355	tidal creek
OBT:001264	power plant
OBT:001380	water system
OBT:001353	temperature sensor
OBT:001014	brain abcess
OBT:002479	heat stressed soil
OBT:001153	humidifier
OBT:001174	leaf
OBT:002534	nitrogen-poor soil
OBT:002405	cold soil
OBT:001065	decaying matter
OBT:001373	warehouse
OBT:001113	food processing effluent
OBT:001333	spring
OBT:001171	lake
OBT:002426	dry soil
OBT:001092	estuary
OBT:000980	air filter
OBT:001263	potato silage
OBT:001100	fat body
OBT:001218	mucosal tissue
OBT:001629	marinated food
OBT:001755	salt-preserved food
OBT:001804	sugar-preserved food
OBT:001774	smoked food
OBT:001029	cereal and pseudo-cereal dough-based product
OBT:001122	fruit and primary derivative thereof
OBT:001177	legume seed and primary derivative thereof
OBT:001238	oilfruit and primary derivative thereof
OBT:001232	nut and primary derivative thereof
OBT:001116	foot
OBT:001017	breast
OBT:001163	insect
OBT:001221	mud
OBT:001564	frozen food
OBT:001526	dried food
OBT:001499	cooked food
OBT:001604	jarred food
OBT:001473	canned food
OBT:001055	creek
OBT:001260	pond
OBT:001285	river
OBT:001376	water canal
OBT:001146	honey and apiculture product
OBT:001268	primate part
OBT:000989	arachnid
OBT:001059	crustacean
OBT:000986	animal with life stage property
OBT:001013	botanical garden soil
OBT:001080	drinking water filter
OBT:001138	ground food
OBT:001061	cyanobacterial mat
OBT:002768	black smoker chimney
OBT:001500	cooled food
OBT:001742	reptile and product thereof
OBT:001383	wood
OBT:001002	bark
OBT:001289	ruminant digestive system part
OBT:001321	slaughtering product
OBT:001338	stratified water
OBT:001066	defrosted food
OBT:001215	mollusc
OBT:001176	leg
OBT:001006	bird and reptile GIT part
OBT:001184	lower gastrointestinal tract part
OBT:001366	upper gastrointestinal tract part
OBT:001207	midgut
OBT:001720	polar sea ice
OBT:001219	mucous membrane
OBT:001194	manure compost
OBT:001040	coastal fish farm
OBT:001234	offal and product thereof
OBT:001058	crude oil
OBT:001053	cotton-waste compost
OBT:001331	splenic abcess
OBT:001049	corneal ulcer
OBT:001387	yolk sac
OBT:001129	gastric body
OBT:000988	anus
OBT:003052	frog
OBT:001231	nursing home
OBT:001253	peritoneum
OBT:001340	sugar
OBT:001178	lenticel
OBT:001134	granulocyte
OBT:000978	agranulocyte
OBT:001785	spider
OBT:001496	colon
OBT:001572	fuel oil piping system
OBT:001575	gas piping system
OBT:001771	shrub
OBT:001751	saline sediment
OBT:001533	duodenal ulcer
OBT:001450	black sediment
OBT:001821	tick
OBT:001658	mummy tissue
OBT:001787	star coral
OBT:001814	termite
OBT:001815	terrestrial crustacean
OBT:001568	fruit with edible peel and primary derivative thereof
OBT:001569	fruit with inedible peel and primary derivative thereof
OBT:001807	surface sediment
OBT:001385	worm
OBT:001845	weed
OBT:001457	brackish pond
OBT:001754	salt lake mud
OBT:001599	hot mud
OBT:001613	leafy vegetable
OBT:001429	appendix
OBT:001738	rectum
OBT:001792	stomach
OBT:001849	young animal
OBT:001747	root and tuber vegetable
OBT:001465	bulb vegetable
OBT:001570	fruiting vegetable
OBT:001764	sedimentation pond
OBT:001459	brassica vegetable
OBT:002002	dried animal product
OBT:001769	shallow pond
OBT:001789	stem vegetable
OBT:001573	fungi and related product
OBT:001398	algae and related product
OBT:001577	gastric mucosa
OBT:001543	embryo
OBT:003058	juice
OBT:001628	maple tree
OBT:001397	alcoholic drink
OBT:001648	mite
OBT:001995	deteriorated canned food
OBT:001563	freshwater mud
OBT:001430	aquatic sediment
OBT:001506	cresote treated wood
OBT:001675	oil-water separator
OBT:001666	oak
OBT:001670	offspring
OBT:001661	nasopharyngeal mucosa
OBT:001438	beach mud
OBT:001836	vestibular mucosa
OBT:001449	black anoxic freshwater mud
OBT:001491	coastal lagoon mud
OBT:001519	deep sea mud
OBT:001524	ditch mud
OBT:001806	supragingival plaque
OBT:002562	poultry deep litter
OBT:001395	adult animal
OBT:001730	progeny
OBT:001724	potato
OBT:001579	geothermal lake
OBT:001780	solar lake
OBT:001542	elm
OBT:001652	moth
OBT:001693	parasitic nematode
OBT:001399	alkaline lake
OBT:001439	bean and related product
OBT:001617	lentil and related product
OBT:001696	pea and related product
OBT:001739	red clay
OBT:001645	milk
OBT:001732	pupa
OBT:001453	blood-feeding insect
OBT:001794	stomach ulcer
OBT:001612	leafhopper
OBT:001541	elkhorn coral
OBT:001760	scleractinian coral
OBT:001609	larvae
OBT:002812	leaching column
OBT:001602	intra-uterine progeny
OBT:001578	gazpacho
OBT:001641	meroplankton
OBT:001595	holoplankton
OBT:001616	legume soup
OBT:001733	quiche
OBT:001756	sandwich
OBT:003114	pizza
OBT:001501	corn chip
OBT:001745	rice chip
OBT:003106	mixed salad
OBT:001726	potato chip
OBT:001703	periodontal pocket
OBT:001402	almond tree
OBT:001958	coal spoil heap
OBT:001585	green tea leaf
OBT:001779	soft drink
OBT:001598	hot drink
OBT:001637	meat soup
OBT:001550	fish soup
OBT:001512	dairy soup
OBT:001746	roasted coffee bean
OBT:001710	petroleum refinery
OBT:001464	bug
OBT:001493	cockroach
OBT:001639	meringue
OBT:001805	sunflower seed and primary derivatives thereof
OBT:002115	loukoumi
OBT:002223	rice and primary derivative thereof
OBT:001441	bee
OBT:001768	sesame seed and primary derivative thereof
OBT:001646	milk chocolate
OBT:001494	cocoa bean and primary derivative thereof
OBT:001480	cheese
OBT:001495	coconut and primary derivative thereof
OBT:001401	almond and primary derivative thereof
OBT:001717	pistachio and primary derivative thereof
OBT:002178	peanut butter
OBT:001584	gold mine
OBT:001649	mixed cereal-based snack
OBT:001642	mesenteric artery
OBT:001706	pesto
OBT:001824	tomato ketchup
OBT:001660	mustard
OBT:001440	bechamel sauce
OBT:001633	mayonnaise
OBT:001985	curry powder
OBT:002243	sea salt
OBT:001396	aioli
OBT:002855	sewage plant
OBT:002001	dragee
OBT:001947	chewing gum
OBT:001932	caramel
OBT:002151	nougat
OBT:000796	perchlorate-contaminated site
OBT:002070	gum drop
OBT:001740	red-pigmented bacteriome
OBT:002128	marshmallow
OBT:003394	salmon egg
OBT:001848	xylem
OBT:001718	plant residue
OBT:001672	oil reservoir
OBT:002927	produced water of an oil reservoir
OBT:002926	produced water from an oil well
OBT:001700	peatland
OBT:001571	fuel ethanol production facility
OBT:001735	raised mire
OBT:001698	peat cut
OBT:001830	tundra mire
OBT:001513	dambo
OBT:001474	carr
OBT:001656	mudflat
OBT:001699	peat swamp forest
OBT:001688	paisa mire
OBT:001719	pocosin
OBT:001452	blanket bog peat
OBT:001406	anaerobic sediment
OBT:001673	oil seep
OBT:002807	industrial effluent treatment plant
OBT:001528	drilling mud
OBT:001529	drilling pipe
OBT:001663	nitrogen fertilizer factory
OBT:001454	borax leachate
OBT:001434	arsenate treated wood
OBT:001850	zinc factory
OBT:001405	anaerobic mud
OBT:001709	petrochemical factory
OBT:001483	chemical weapons factory
OBT:001944	cheese brine
OBT:001686	packaging factory
OBT:001841	water based beverage
OBT:001610	latex processing factory
OBT:001761	sea sand
OBT:001843	water dispenser
OBT:001502	corn silage
OBT:001586	grocery
OBT:001679	orange storehouse
OBT:001839	war readiness warehouse
OBT:001669	offshore oil industry
OBT:001540	electronics device industry
OBT:001818	textile industry
OBT:001545	eucalyptus tree
OBT:001705	permafrost sediment
OBT:001681	ornemental tree
OBT:001737	rectal swab
OBT:001833	vaginal swab
OBT:001567	fruit tree
OBT:002871	trichome
OBT:001829	transverse colon
OBT:001813	terminal ileum
OBT:001772	sigmoid colon
OBT:001432	arm
OBT:001855	UHT food
OBT:002268	sterilized food
OBT:002173	pasteurized food
OBT:002267	steamed food
OBT:002069	grilled food
OBT:002228	roasted food
OBT:001426	anther part
OBT:001643	methane seep
OBT:001594	high temperature oil field
OBT:001445	birch
OBT:001812	tea tree
OBT:003047	fermented plant-based food
OBT:001671	oil pipeline
OBT:001498	conifer
OBT:001561	forest tree
OBT:001391	Brassica
OBT:001626	manufacture
OBT:001788	stem cortex part
OBT:001640	meromictic lake
OBT:001553	fly
OBT:001390	Arabidopsis
OBT:001607	jointvetch
OBT:002781	decantation tank
OBT:001708	petiole
OBT:001600	hydathode
OBT:001778	soda
OBT:001611	leaf margin
OBT:001451	blade
OBT:001835	vein
OBT:001644	midrib
OBT:001759	saw mill
OBT:001795	stomata
OBT:001691	paper mill
OBT:002854	sewage pipe
OBT:001525	domestic sewage
OBT:001766	seed part
OBT:001388	Achillea millefolium
OBT:001392	Osmitopsis asteriscoides
OBT:001684	ovule part
OBT:001826	tooth
OBT:001928	canned meat
OBT:001588	hamburger meat
OBT:001463	bud
OBT:001704	periodontium
OBT:001678	open pit mine
OBT:001632	market garden plant
OBT:002786	digester
OBT:001857	agricultural soil
OBT:001783	sphagnum bog
OBT:002252	slaughtering waste
OBT:001752	salivary gland
OBT:001389	Allium
OBT:001702	pericarp
OBT:001446	bird
OBT:001574	funicle
OBT:001690	palisade layer
OBT:001808	sweet clover
OBT:001790	stigma
OBT:001798	style
OBT:001425	anther
OBT:001767	sepal
OBT:001707	petal
OBT:001748	rotting hay
OBT:001683	ovule
OBT:001682	ovary wall
OBT:001721	pollen tube
OBT:002928	pulp-bleaching waste water
OBT:001597	hot dog
OBT:001927	canned fish
OBT:001624	mammal meat
OBT:001847	whole egg
OBT:001619	liquid egg product
OBT:003100	ice cream
OBT:001984	cured food
OBT:001530	drinking water
OBT:001468	butter
OBT:001393	Salicornioideae
OBT:001416	animal manure
OBT:001634	meat based dish
OBT:002007	dried plant product
OBT:001725	potato based dish
OBT:001536	egg based dish
OBT:001548	fish based dish
OBT:002309	wheat and primary derivative thereof
OBT:001657	muesli
OBT:001478	cereal bar
OBT:001701	pecan and primary derivative thereof
OBT:001549	fish meat and fish meat product
OBT:001532	dry forest humus
OBT:001716	pine forest humus
OBT:001606	jellyfish and product thereof
OBT:002299	urchin and product thereof
OBT:001831	tunicate and product thereof
OBT:001651	mollusc and product thereof
OBT:001695	pasta based dish
OBT:001650	mixed dish
OBT:001508	crustacean and product thereof
OBT:001744	rice based dish
OBT:001659	mushroom based dish
OBT:001615	legume based dish
OBT:001762	seafood based dish
OBT:001834	vegetable based dish
OBT:001803	sugar-beet
OBT:002916	mill wastewater
OBT:002893	brewery wastewater
OBT:002951	zinc- and sulfate-rich wastewater
OBT:001711	petroleum reservoir
OBT:002030	fish farming pond
OBT:001825	tongue
OBT:001757	sandy sediment
OBT:002255	soap scum
OBT:001492	coastal sand
OBT:001680	organic leachate
OBT:001521	dental root
OBT:001810	tannery
OBT:001591	heartwood
OBT:001655	mud sediment
OBT:001557	food processing factory
OBT:002766	biofilter
OBT:001520	dental plaque
OBT:001668	oesophagus
OBT:001435	avian crop
OBT:001471	caecum
OBT:001582	gizzard
OBT:001743	reticulum
OBT:001560	fore-stomach
OBT:001677	omasum
OBT:001523	digester sludge
OBT:001394	abomasum
OBT:001982	cultivated field
OBT:001715	pine forest
OBT:001518	decaying marine algae
OBT:002184	pickled food
OBT:001431	aquifer sediment
OBT:001758	sausage
OBT:001820	thermal spring
OBT:001819	thermal power plant
OBT:001844	water in cooling tower
OBT:002082	hospital equipment
OBT:001631	marine mud
OBT:001765	seed
OBT:002018	environmental water with chemical property
OBT:003145	fermented fish product
OBT:001750	rye grass silage
OBT:001822	tobacco warehouse
OBT:001797	stratified lake
OBT:002019	environmental water with physical property
OBT:002990	hotspring
OBT:001522	dental root canal
OBT:001605	jejunum
OBT:001601	ileum
OBT:001581	gingival sulcus
OBT:001653	mouth
OBT:001534	duodenum
OBT:001713	phloem
OBT:001625	mammalian
OBT:001427	aorta
OBT:001596	honey
OBT:001487	citrus fruit and primary derivative thereof
OBT:001722	pome fruit and primary derivative thereof
OBT:001442	berry and small fruit and primary derivative thereof
OBT:001796	stone fruit and primary derivative thereof
OBT:001447	bird meat
OBT:001694	pasta and related product
OBT:001436	bakery product
OBT:001736	raw dough
OBT:003094	fermented meat
OBT:001773	sludge
OBT:001816	terrestrial invertebrate product
OBT:001404	amphibian and product thereof
OBT:001873	animal skin
OBT:001630	marine crustacean
OBT:001516	dead animal
OBT:001552	flour
OBT:001455	borehole
OBT:001763	seagrass
OBT:001517	decaying insect-invaded wood
OBT:001775	smooth cord grass
OBT:001865	animal brain
OBT:003449	frozen yogurt
OBT:001889	baked food
OBT:001433	aromatic product and primary derivative thereof
OBT:001869	animal kidney
OBT:001870	animal liver
OBT:001867	animal head
OBT:001866	animal foot
OBT:001868	animal heart
OBT:001876	animal tongue
OBT:001875	animal tail
OBT:001864	animal bone
OBT:001417	animal marrowbone
OBT:001874	animal stomach
OBT:001654	mucosal surface
OBT:003095	fermented seafood
OBT:001863	animal blood
OBT:001929	canned seafood
OBT:001477	cattle-farm compost
OBT:001470	caecal content
OBT:001749	rumen
OBT:001623	lymphocyte
OBT:001800	subgingival plaque
OBT:001488	cloaca
OBT:001539	elbow
OBT:001505	cream
OBT:001662	newborn animal
OBT:001504	coronary artery
OBT:002140	modified-atmosphere-packed food
OBT:002300	vacuum-packed food
OBT:001828	tortoise
OBT:001544	eosinophil
OBT:001437	basophil
OBT:001832	turtle
OBT:003046	fermented liquid
OBT:002256	soft tick
OBT:002468	groundwater body
OBT:002248	sharpshooter
OBT:002367	blackberry as food
OBT:002117	low salinity mud flat sediment
OBT:002540	orange as food
OBT:002046	freshwater sediment
OBT:002650	wine grape as food
OBT:002607	strawberry as food
OBT:002548	pear as food
OBT:002571	quince as food
OBT:002514	mandarin as food
OBT:002341	apple as food
OBT:002505	lemon as food
OBT:002507	lime as food
OBT:002294	tomato plant
OBT:002391	cherry as food
OBT:002547	peach as food
OBT:003223	plum as food
OBT:002533	nectarine as food
OBT:002342	apricot as food
OBT:003172	table olive
OBT:003544	sugar cane juice
OBT:002610	sugar cane field
OBT:002419	date as food
OBT:002446	fig as food
OBT:002496	kaki as food
OBT:002251	slaughter plant
OBT:002498	kiwi as food
OBT:002353	banana as food
OBT:002515	mango as food
OBT:002125	marine black mud
OBT:002508	litchi as food
OBT:002124	marine anoxic mud
OBT:002348	avocado as food
OBT:002558	pineapple as food
OBT:001915	broccoli and related product
OBT:001937	cauliflower and related product
OBT:002116	louse
OBT:002232	rum
OBT:002157	okra and related product
OBT:001886	aubergine and related product
OBT:002281	sweet pepper and related product
OBT:002293	tomato and related product
OBT:002058	garlic and related product
OBT:002247	shallot and related product
OBT:002160	onion and related product
OBT:001951	chinese cabbage and related product
OBT:002075	head cabbage and related product
OBT:001916	brussel sprout and related product
OBT:001981	cucumber and related product
OBT:002158	oleander
OBT:002296	truffle and related product
OBT:002279	sweet corn and related product
OBT:002306	watermelon and related product
OBT:001968	common mushroom and related product
OBT:001888	baby corn and related product
OBT:001972	courgette and related product
OBT:002060	gherkin and related product
OBT:002205	pumpkin and related product
OBT:002132	melon and related product
OBT:002141	morel and related product
OBT:001941	cep and related product
OBT:002190	plant cutting
OBT:002028	filarial nematode
OBT:002614	surgical device
OBT:002518	medical center
OBT:002229	rocket and related product
OBT:002021	escarole and related product
OBT:002105	lettuce and related product
OBT:002305	watercress and related product
OBT:002067	grape leaf and related product
OBT:001943	chard and related product
OBT:002260	spinach and related product
OBT:002313	witloof and related product
OBT:001940	celery leaf and related product
OBT:001953	chive and related product
OBT:001970	contaminated drinking water
OBT:003147	fermented shrimp paste
OBT:002145	mulberry tree
OBT:002192	plum tree
OBT:001341	surface of cheese
OBT:002234	sage and related product
OBT:002170	parsley and related product
OBT:002138	mint and related product
OBT:001894	basil and related product
OBT:002291	thyme and related product
OBT:002098	laurel and related product
OBT:003510	Livarot
OBT:003481	Toma
OBT:002231	rosemary and related product
OBT:001900	beetroot and related product
OBT:001934	carrot and related product
OBT:002197	potato and related product
OBT:002282	sweet potato and related product
OBT:002317	yam and related product
OBT:002284	tarragon and related product
OBT:001933	cardoon and related product
OBT:002297	turnip and related product
OBT:001885	aspargus and related product
OBT:002237	salsify and related product
OBT:002278	swede and related product
OBT:002215	radish and related product
OBT:002171	parsnip and related product
OBT:002081	horseradish and related product
OBT:001938	celeriac and related product
OBT:002078	herbivore
OBT:001911	bouillabaisse
OBT:002166	paella
OBT:002524	milk rice
OBT:002097	lasagna
OBT:002143	moussaka
OBT:002139	mixed vegetable
OBT:002219	ratatouille
OBT:003368	tea infusion
OBT:001966	coffee beverage
OBT:001962	cocoa beverage
OBT:003034	acid hot spring
OBT:002107	liqueur
OBT:002261	spirit
OBT:001959	cocktail drink
OBT:002236	saline brine sediment
OBT:002159	olive tree
OBT:002080	honey bee
OBT:002199	poultry meat
OBT:002041	fowl
OBT:001527	dried nut
OBT:002144	mucocutaneous surface
OBT:001902	biscuit
OBT:003084	cake
OBT:003131	choux pastry
OBT:002225	rice-plant residue
OBT:001925	canal of root filled tooth
OBT:002036	fluvial dambo
OBT:002292	tidal mudflat
OBT:002592	saline water
OBT:002371	brackish water
OBT:002227	ripened sausage
OBT:002467	ground water
OBT:002085	ice-cream factory
OBT:001976	crab
OBT:001910	bottling factory
OBT:001930	canning factory
OBT:002127	marine sediment
OBT:002343	arable soil
OBT:002039	food fermentation industry
OBT:002073	hay
OBT:002029	fir tree
OBT:002263	spruce
OBT:001956	citrus tree
OBT:002211	rabbit tick
OBT:002581	rice paddy
OBT:002034	flea
OBT:002051	fruit fly
OBT:001939	celery and related product
OBT:001883	artichoke and related product
OBT:002024	fennel and related product
OBT:002222	rhubarb and related product
OBT:002101	leek and related product
OBT:002167	palm heart and related product
OBT:001890	bamboo shoot and related product
OBT:003585	orange juice
OBT:003581	cranberry juice
OBT:003583	grape juice
OBT:002168	paper manufacture
OBT:001892	banana tree
OBT:001880	apple tree
OBT:002180	pear tree
OBT:001990	date palm tree
OBT:001912	bovine milk
OBT:002244	seed eating bird
OBT:001975	cow milk
OBT:002083	human milk
OBT:002136	milk product
OBT:001853	Arabidopsis thaliana
OBT:002288	testa part
OBT:002015	embryo part
OBT:001852	Aeschynomene indica
OBT:002038	folivorous bird
OBT:002032	fish-eating bird
OBT:002054	fruit-eating bird
OBT:002011	earthworm-eating bird
OBT:002936	sewage disposal plant
OBT:002917	municipal sewage plant
OBT:002163	orange tree
OBT:002013	egg sac part
OBT:003512	Munster
OBT:003559	cream cheese
OBT:003471	Emmental
OBT:003527	romadur
OBT:003516	Reblochon
OBT:003494	smear ripened cheese
OBT:002948	wastewater treatment digester
OBT:002890	anaerobic digester
OBT:002938	shea cake digester
OBT:002946	thermophilic aerobic digester
OBT:002142	mosquito
OBT:002014	embryo
OBT:002016	endosperm
OBT:002287	testa
OBT:002230	rodent
OBT:002152	nucellus
OBT:002012	egg sac
OBT:002088	integument
OBT:002134	micropyle
OBT:002194	pollen
OBT:002538	oligotrophic water
OBT:002439	eutrophic water
OBT:002520	mesotrophic water
OBT:002383	catfish meat
OBT:002655	wuchang bream meat
OBT:002456	freshwater bream meat
OBT:002376	buegill sunfish meat
OBT:002586	roach meat
OBT:002624	tilapia meat
OBT:002381	carp meat
OBT:002308	weatherfish meat
OBT:001537	egg white
OBT:002108	liquid egg mixed
OBT:002110	liquid egg yolk
OBT:002109	liquid egg white
OBT:002077	hen egg
OBT:002354	barb meat
OBT:002059	geese egg
OBT:002009	duck egg
OBT:002207	quail egg
OBT:002047	fried food
OBT:001908	boiled food
OBT:001538	egg yolk
OBT:002193	poached food
OBT:002196	pork
OBT:001899	beef
OBT:002042	fresh animal manure
OBT:003121	wort
OBT:003080	Ntoba Mbodi
OBT:003593	metata ayib
OBT:002644	wheat semolina
OBT:003096	fermented vegetable product
OBT:002065	goat milk
OBT:002123	mare milk
OBT:002094	kombucha
OBT:003122	yoghurt from bambara groundnut
OBT:002064	goat meat
OBT:002149	mutton meat
OBT:002210	rabbit meat
OBT:002020	equine meat
OBT:003199	flatfish-Sikhae
OBT:002242	sea pineapple and product thereof
OBT:002264	squid and product thereof
OBT:002147	mussel and product thereof
OBT:002165	oyster and product thereof
OBT:002509	lobster as food
OBT:002411	crab as food
OBT:003007	oil mill wastewater
OBT:002096	landfill leachate
OBT:002939	sludge digester
OBT:002465	greenhouse soil
OBT:002531	mushroom bed
OBT:002146	mummy
OBT:001896	beach sand
OBT:002283	tap water
OBT:001854	Intertidal sand
OBT:001988	dairy industry
OBT:002486	hospital water supply
OBT:002898	compost biofilter
OBT:002485	hospital nebulizer
OBT:003343	fermented beverage
OBT:001877	anoxic sewage sludge
OBT:002156	oil sludge
OBT:001862	anaerobic sewage sludge
OBT:002642	wheat field
OBT:002250	slash pine forest
OBT:002311	wild fish meat
OBT:001861	anaerobic digester sludge
OBT:002023	farmed fish meat
OBT:002286	tenderloin
OBT:002273	striploin
OBT:001547	fillet
OBT:002390	chemocline
OBT:002554	pickles
OBT:002113	lobster
OBT:002275	sugar factory
OBT:001909	bottled water
OBT:002026	ferret
OBT:002445	field soil
OBT:002187	pine
OBT:002271	straw
OBT:002086	industrial bakery
OBT:003344	fermented fruit
OBT:003035	alkaline hotspring
OBT:003063	neutral hotspring
OBT:002235	sake
OBT:002265	stable manure
OBT:003355	fermented soybean
OBT:003050	freshwater hotspring
OBT:002511	low nutrient aquatic habitat
OBT:001921	cake pre mix
OBT:002512	mackerel meat
OBT:002599	shark meat
OBT:002356	barracuda meat
OBT:002577	ray meat
OBT:001973	couscous
OBT:001913	bread
OBT:003228	sandwich bread
OBT:001978	cracker
OBT:002620	table grape as food
OBT:001914	bread pre mix
OBT:003464	yeast bread dough
OBT:002636	waffle mixture
OBT:002005	dried pasta
OBT:002044	fresh pasta
OBT:002063	gnocchi
OBT:002542	paddle fish meat
OBT:002429	eel meat
OBT:002609	sturgeon meat
OBT:002550	perch meat
OBT:002403	cod meat
OBT:002298	turtle product
OBT:002112	lizard product
OBT:002628	trout meat
OBT:002057	game mammal meat
OBT:002455	freshwater
OBT:002253	snail product
OBT:002087	insect product
OBT:001980	crocodile product
OBT:002050	frog product
OBT:002254	snake product
OBT:001856	activated sludge
OBT:001991	dead body
OBT:002314	wood tick
OBT:002072	hard tick
OBT:002056	game bird meat
OBT:003398	sourdough
OBT:002596	sardine meat
OBT:002334	anchovie meat
OBT:002653	wolffish meat
OBT:002335	anglerfish meat
OBT:002370	bonito meat
OBT:002425	dolphinfish meat
OBT:002481	herring emat
OBT:002629	tuna meat
OBT:002340	aphotic zone
OBT:002553	photic zone
OBT:002434	emperor meat
OBT:002529	mullet meat
OBT:002647	whitefish meat
OBT:002597	shad meat
OBT:002450	flouder meat
OBT:002473	halibut meat
OBT:002602	sole meat
OBT:002630	turbot meat
OBT:002471	haddock meat
OBT:002472	hake meat
OBT:002645	white mustard
OBT:002651	winter savory
OBT:002399	citronella grass
OBT:002502	lavander
OBT:002637	wasabi
OBT:002601	smelt meat
OBT:002400	clove
OBT:003535	garlic oil
OBT:002084	ice tea
OBT:003533	fermented tea leaf
OBT:002008	dried seaweed
OBT:002437	erythrocyte
OBT:002201	primate
OBT:002129	meat industry
OBT:002657	yeast
OBT:003575	apple juice
OBT:002161	opossum
OBT:002516	marine marsh sediment
OBT:002452	forest pond sediment
OBT:002415	creek sediment
OBT:002423	ditch sediment
OBT:002606	squirrel
OBT:002344	arctic marine sediment
OBT:002612	sulfidic coastal sediment
OBT:002517	marine sulfidic sediment
OBT:002724	kidney
OBT:002608	stream sediment
OBT:002466	ground beef
OBT:002654	wombat
OBT:002378	calcareous ooze
OBT:002364	black anoxic marine sediment
OBT:002424	dog tick
OBT:002713	heart
OBT:002530	murine
OBT:002328	Ornithodoros turicatae
OBT:002327	Ornithodoros moubata
OBT:002489	human filarial nematode
OBT:002490	human louse
OBT:002572	rabbit
OBT:002575	rat flea
OBT:002600	siliceous ooze
OBT:002686	aquatic plant
OBT:002497	kangaroo
OBT:002402	coastal sediment
OBT:002526	mineral water
OBT:002449	flavoured water
OBT:002447	filtered tap water
OBT:002379	carbonated bottled water
OBT:002487	hot tap water
OBT:002691	brine pool
OBT:002491	hyper saline brine sediment
OBT:002631	turkey meat
OBT:002427	duck meat
OBT:002463	goose meat
OBT:002394	chicken meat
OBT:002459	gamefowl
OBT:002500	landfowl
OBT:002730	ocean trench
OBT:002688	bone marrow
OBT:003419	kimchi
OBT:002499	lake sediment
OBT:002720	hypersaline water
OBT:002324	Drosophila melanogaster
OBT:002726	livestock
OBT:002640	waterfowl
OBT:002694	clinic
OBT:002336	animal filarial nematode
OBT:002433	embryonic axis part
OBT:002488	human
OBT:002589	ruminant
OBT:002957	anaerobic wastewater digester
OBT:003023	sour anaerobic digester
OBT:003002	municipal sewage sludge digester
OBT:002432	embryonic axis
OBT:002409	cotyledon
OBT:002482	hilum
OBT:002430	egg cell
OBT:002560	pork chop
OBT:003127	beer wort
OBT:003165	sauerkraut
OBT:003124	Gundruk
OBT:003404	yoghurt from fermented soybean milk
OBT:002585	river sediment
OBT:002584	rice-straw residue
OBT:002583	rice waste
OBT:002699	cultivated plant
OBT:002401	coarse beach sand
OBT:002611	sulfide-rich freshwater sediment
OBT:002605	spring sediment
OBT:002715	hospital water distribution system
OBT:003142	fermented beet
OBT:002689	brain
OBT:002634	venison meat
OBT:002687	aquifer
OBT:002363	bison meat
OBT:002420	deep-sea sediment
OBT:002742	skin lesion
OBT:002714	hospital
OBT:002351	bacon
OBT:002582	rice straw
OBT:002372	brewery
OBT:002595	salt pork
OBT:002414	creamery
OBT:002593	salmon meat
OBT:002735	rainwater
OBT:002421	deer meat
OBT:002557	pigeon meat
OBT:002431	elk meat
OBT:002648	wild boar meat
OBT:002476	hare meat
OBT:002649	wild rabbit meat
OBT:002422	deer tick
OBT:002552	pheasant meat
OBT:002708	fracture water
OBT:002725	liver
OBT:003538	thyme oil
OBT:002360	beer-bottling plant
OBT:002470	guinea pig
OBT:002475	hamster
OBT:002743	small ruminant
OBT:002706	estuarine sediment
OBT:002860	sugar cane
OBT:002749	tidal flat sediment
OBT:002744	soda lake sediment
OBT:002740	salted lake sediment
OBT:002832	pharynx
OBT:002670	anoxic river sediment
OBT:002727	mouse
OBT:002736	rat
OBT:002771	cereal crop
OBT:001011	bone
OBT:002710	graft recipient
OBT:002803	grapevine
OBT:001051	cortical bone
